Date,NDAQ
2012-08-28,6.220005989074707
2012-08-29,6.195761203765869
2012-08-30,6.139191627502441
2012-08-31,6.160742282867432
2012-09-04,6.263106346130371
2012-09-05,6.271188259124756
2012-09-06,6.392409324645996
2012-09-07,6.392409324645996
2012-09-10,6.354696273803711
2012-09-11,6.373554229736328
2012-09-12,6.449396133422852
2012-09-13,6.55774450302124
2012-09-14,6.628172874450684
2012-09-17,6.530655860900879
2012-09-18,6.403347492218018
2012-09-19,6.500862121582031
2012-09-20,6.419600486755371
2012-09-21,6.443979740142822
2012-09-24,6.425018787384033
2012-09-25,6.276039123535156
2012-09-26,6.20561408996582
2012-09-27,6.343756675720215
2012-09-28,6.308542251586914
2012-10-01,6.373554229736328
2012-10-02,6.316671371459961
2012-10-03,6.297708988189697
2012-10-04,6.419600486755371
2012-10-05,6.389805316925049
2012-10-08,6.3762617111206055
2012-10-09,6.313961982727051
2012-10-10,6.381678581237793
2012-10-11,6.365427017211914
2012-10-12,6.300418853759766
2012-10-15,6.416893005371094
2012-10-16,6.522530555725098
2012-10-17,6.628172874450684
2012-10-18,6.655257225036621
2012-10-19,6.5739970207214355
2012-10-22,6.536076068878174
2012-10-23,6.536076068878174
2012-10-24,6.387094974517822
2012-10-25,6.465648174285889
2012-10-26,6.438560962677002
2012-10-31,6.4412713050842285
2012-11-01,6.544200420379639
2012-11-02,6.506279468536377
2012-11-05,6.576705455780029
2012-11-06,6.611918926239014
2012-11-07,6.443979740142822
2012-11-08,6.381678581237793
2012-11-09,6.389805316925049
2012-11-12,6.360010623931885
2012-11-13,6.273332118988037
2012-11-14,6.178524494171143
2012-11-15,6.248952865600586
2012-11-16,6.2164483070373535
2012-11-19,6.311253070831299
2012-11-20,6.2624945640563965
2012-11-21,6.292291641235352
2012-11-23,6.4412713050842285
2012-11-26,6.3762617111206055
2012-11-27,6.3952226638793945
2012-11-28,6.48731803894043
2012-11-29,6.571288585662842
2012-11-30,6.563161849975586
2012-12-03,6.471065998077393
2012-12-04,6.544200420379639
2012-12-05,6.411474704742432
2012-12-06,6.416893005371094
2012-12-07,6.422309398651123
2012-12-10,6.360010623931885
2012-12-11,6.381678581237793
2012-12-12,6.62136697769165
2012-12-13,6.626812934875488
2012-12-14,6.591404914855957
2012-12-17,6.722144603729248
2012-12-18,6.866501331329346
2012-12-19,6.8692240715026855
2012-12-20,7.111634254455566
2012-12-21,6.94276762008667
2012-12-24,6.8692240715026855
2012-12-26,6.85288143157959
2012-12-27,6.822920799255371
2012-12-28,6.779340744018555
2012-12-31,6.806580066680908
2013-01-02,7.016304969787598
2013-01-03,7.185177803039551
2013-01-04,7.212413787841797
2013-01-07,7.15521764755249
2013-01-08,7.108911991119385
2013-01-09,7.1824541091918945
2013-01-10,7.253271102905273
2013-01-11,7.239650726318359
2013-01-14,7.277783393859863
2013-01-15,7.296849250793457
2013-01-16,7.313189506530762
2013-01-17,7.373111724853516
2013-01-18,7.389453887939453
2013-01-22,7.490233421325684
2013-01-23,7.457546710968018
2013-01-24,7.492955684661865
2013-01-25,7.544706344604492
2013-01-28,7.566496849060059
2013-01-29,7.599182605743408
2013-01-30,7.618247032165527
2013-01-31,7.713574409484863
2013-02-01,7.800736427307129
2013-02-04,7.724472999572754
2013-02-05,7.847043037414551
2013-02-06,7.898792743682861
2013-02-07,7.969605445861816
2013-02-08,8.02680492401123
2013-02-11,8.274664878845215
2013-02-12,8.320967674255371
2013-02-13,8.620579719543457
2013-02-14,8.334590911865234
2013-02-15,8.462599754333496
2013-02-19,8.576997756958008
2013-02-20,8.457154273986816
2013-02-21,8.438089370727539
2013-02-22,8.541590690612793
2013-02-25,8.397233009338379
2013-02-26,8.5661039352417
2013-02-27,8.658707618713379
2013-02-28,8.62330150604248
2013-03-01,8.601508140563965
2013-03-04,8.724082946777344
2013-03-05,8.83847427368164
2013-03-06,8.778553009033203
2013-03-07,8.715909957885742
2013-03-08,8.724082946777344
2013-03-11,8.800346374511719
2013-03-12,8.778464317321777
2013-03-13,8.783936500549316
2013-03-14,8.915203094482422
2013-03-15,8.906996726989746
2013-03-18,8.835897445678711
2013-03-19,8.748383522033691
2013-03-20,8.734712600708008
2013-03-21,8.76205825805664
2013-03-22,8.849569320678711
2013-03-25,8.789402961730957
2013-03-26,8.89059066772461
2013-03-27,8.8550386428833
2013-03-28,8.833160400390625
2013-04-01,8.753850936889648
2013-04-02,7.632615089416504
2013-04-03,7.731064319610596
2013-04-04,7.813107967376709
2013-04-05,7.86506462097168
2013-04-08,7.930701732635498
2013-04-09,7.862335205078125
2013-04-10,7.930701732635498
2013-04-11,7.977189540863037
2013-04-12,7.979926109313965
2013-04-15,7.804902076721191
2013-04-16,7.832249641418457
2013-04-17,7.73927116394043
2013-04-18,7.640820026397705
2013-04-19,7.649022579193115
2013-04-22,7.698247909545898
2013-04-23,7.7857561111450195
2013-04-24,7.711926460266113
2013-04-25,7.856863498687744
2013-04-26,7.906087875366211
2013-04-29,7.958046913146973
2013-04-30,8.06196403503418
2013-05-01,7.999070644378662
2013-05-02,8.195968627929688
2013-05-03,8.32996940612793
2013-05-06,8.242457389831543
2013-05-07,8.264336585998535
2013-05-08,8.351848602294922
2013-05-09,8.26707649230957
2013-05-10,8.34090805053711
2013-05-13,8.335437774658203
2013-05-14,8.455766677856445
2013-05-15,8.51319408416748
2013-05-16,8.41201114654541
2013-05-17,8.548748970031738
2013-05-20,8.570623397827148
2013-05-21,8.529603004455566
2013-05-22,8.472177505493164
2013-05-23,8.455766677856445
2013-05-24,8.40107250213623
2013-05-28,8.606181144714355
2013-05-29,8.638994216918945
2013-05-30,8.792139053344727
2013-05-31,8.603439331054688
2013-06-03,8.494051933288574
2013-06-04,8.433890342712402
2013-06-05,8.488582611083984
2013-06-06,8.710099220275879
2013-06-07,8.991772651672363
2013-06-10,9.002714157104492
2013-06-11,8.783936500549316
2013-06-12,8.605452537536621
2013-06-13,8.945939064025879
2013-06-14,8.951427459716797
2013-06-17,9.072247505187988
2013-06-18,9.113435745239258
2013-06-19,8.981634140014648
2013-06-20,8.992621421813965
2013-06-21,8.943191528320312
2013-06-24,8.745492935180664
2013-06-25,8.882781028747559
2013-06-26,8.904754638671875
2013-06-27,9.022818565368652
2013-06-28,9.0036039352417
2013-07-01,9.091466903686523
2013-07-02,9.077736854553223
2013-07-03,8.984382629394531
2013-07-05,9.143638610839844
2013-07-08,9.099701881408691
2013-07-09,9.127159118652344
2013-07-10,9.135398864746094
2013-07-11,9.368796348571777
2013-07-12,9.41822338104248
2013-07-15,9.374288558959961
2013-07-16,9.275442123413086
2013-07-17,9.245237350463867
2013-07-18,9.374288558959961
2013-07-19,9.305644035339355
2013-07-22,9.26994800567627
2013-07-23,9.291911125183105
2013-07-24,9.00909423828125
2013-07-25,9.124418258666992
2013-07-26,9.03929615020752
2013-07-29,9.064010620117188
2013-07-30,8.912988662719727
2013-07-31,8.896512031555176
2013-08-01,9.116180419921875
2013-08-02,9.055769920349121
2013-08-05,8.954172134399414
2013-08-06,8.932209014892578
2013-08-07,8.852582931518555
2013-08-08,8.87180233001709
2013-08-09,8.76196575164795
2013-08-12,8.775696754455566
2013-08-13,8.76196575164795
2013-08-14,8.775696754455566
2013-08-15,8.550537109375
2013-08-16,8.454432487487793
2013-08-19,8.45168685913086
2013-08-20,8.572504997253418
2013-08-21,8.660369873046875
2013-08-22,8.363818168640137
2013-08-23,8.46541690826416
2013-08-26,8.41599178314209
2013-08-27,8.221035957336426
2013-08-28,8.193578720092773
2013-08-29,8.253986358642578
2013-08-30,8.199068069458008
2013-09-03,8.177104949951172
2013-09-04,8.237517356872559
2013-09-05,8.31164836883545
2013-09-06,8.377553939819336
2013-09-09,8.421483039855957
2013-09-10,8.506607055664062
2013-09-11,8.547965049743652
2013-09-12,8.62793254852295
2013-09-13,8.616902351379395
2013-09-16,8.663777351379395
2013-09-17,8.694106101989746
2013-09-18,8.760287284851074
